Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,has_species,has_species_comment,hasGene,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/prefixIRI,http://data.bioontology.org/metadata/treeView,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Accession_Numbers,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Aliases,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Approved_Name,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Approved_Symbol,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#CCDS_IDs,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#CD_ID,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#CD_LINK,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Chromosome,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#COSMIC_ID,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#COSMIC_LINK,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Date_Approved,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Date_Modified,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Date_Name_Changed,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Date_Symbol_Changed,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Ensembl_Gene_ID,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Ensembl_ID__mapped_data_supplied_by_Ensembl_,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Entrez_Gene_ID,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Entrez_Gene_ID__mapped_data_supplied_by_NCBI_,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Enzyme_IDs,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#GDB_ID__mapped_data_,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Gene_Family_Tag,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#HGNC_ID,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Horde_ID,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Horde_LINK,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#IMGT_GENE-DB_ID,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#IMGT_GENE-DB_LINK,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Intermediate_Filament_DB_ID,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Intermediate_Filament_DB_LINK,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#IUPHAR_ID,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#IUPHAR_LINK,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#KZNF_Gene_Catalog_ID,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#KZNF_Gene_Catalog_LINK,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Locus_Group,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Locus_Specific_Databases,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Locus_Type,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#MEROPS_ID,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#MEROPS_LINK,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#miRNA_miRBase_ID,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#miRNA_miRBase_LINK,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Mouse_Genome_Database_ID,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Mouse_Genome_Database_ID__mapped_data_supplied_by_MGI_,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Name_Aliases,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#OMIM_ID__mapped_data_supplied_by_NCBI_,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Orphanet_ID,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Orphanet_LINK,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#piRNABank_ID,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#piRNABank_LINK,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Previous_Names,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Previous_Symbols,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Primary_IDs,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Pseudogene_ID,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Pseudogene_LINK,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Pubmed_IDs,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Rat_Genome_Database_ID__mapped_data_supplied_by_RGD_,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Record_Type,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#RefSeq__mapped_data_supplied_by_NCBI_,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#RefSeq_IDs,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Rfam_ID,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Rfam_LINK,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Secondary_IDs,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#snoRNABase_ID,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#snoRNABase_LINK,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#Status,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#UCSC_ID__mapped_data_supplied_by_UCSC_,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#UniProt_ID__mapped_data_supplied_by_UniProt_,http://ncicb.nci.nih.gov/xml/owl/EVS/Hugo.owl#VEGA_IDs,http://purl.obolibrary.org/obo/alt_id,http://purl.obolibrary.org/obo/auto-generated-by,http://purl.obolibrary.org/obo/comment,http://purl.obolibrary.org/obo/date,http://purl.obolibrary.org/obo/def,http://purl.obolibrary.org/obo/format-version,http://purl.obolibrary.org/obo/is_obsolete,http://purl.obolibrary.org/obo/narrow_synonym,http://purl.obolibrary.org/obo/remark,http://purl.obolibrary.org/obo/saved-by,http://purl.obolibrary.org/obo/xref_analog,http://scai.fraunhofer.de/PTS#searchable,http://scai.fraunhofer.de/PTS#Synonym,negatively_regulates,part of,positively_regulates,regulates,related_synonym
http://purl.obolibrary.org/obo/IEV_0001621,Positive regulation of Src activation signaling,,,false,,,http://purl.obolibrary.org/obo/IEV_0001619,,,,,IEV:0001621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IEV_0001222,,
http://purl.obolibrary.org/obo/IEV_0001632,Negative regulation of (dephosphorylation of Lck) Lck activation signaling (autophosphorylation and PTP),,,false,,,http://purl.obolibrary.org/obo/IEV_0001617|http://purl.obolibrary.org/obo/IEV_0001896,,,,,IEV:0001632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMR:0000273,,,,,,,
http://scai.fraunhofer.de/PWDICT#ID1573,Urea cycle,,,false,,,http://scai.fraunhofer.de/PWDICT#ID0971,,,,,PWDICT:ID1573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urea cycle pathway,,,,,
http://scai.fraunhofer.de/PWDICT#ID0740,unsaturated fatty acid degradation pathway,,,false,,,http://scai.fraunhofer.de/PWDICT#ID0647,,,,,PWDICT:ID0740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,degradative pathway of unsaturated fatty acid|unsaturated fatty acid degradative pathway|unsaturated fatty acid degradation|degradation pathway of unsaturated fatty acid|degradation of unsaturated fatty acid,,,,,
http://scai.fraunhofer.de/PWDICT#ID2432,2C-methyl-D-erythritol 4-phosphate (MEP) pathway,,,false,,,http://scai.fraunhofer.de/PWDICT#ID2433,,,,,PWDICT:ID2432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://scai.fraunhofer.de/PWDICT#ID0168,sphingolipid degradation pathway,,,false,,,http://purl.obolibrary.org/obo/IEV_0001494,,,,,PWDICT:ID0168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,degradation pathway of sphingolipid|sphingolipid degradative pathway|degradation of sphingolipid|sphingolipid degradation|degradative pathway of sphingolipid,,,,,
http://scai.fraunhofer.de/PWDICT#ID0922,Glycan Biosynthesis,,,false,,,http://scai.fraunhofer.de/synthesispathway,,,,,PWDICT:ID0922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosynthetic pathway of glycan|synthesis of glycan|glycan synthesis|glycan biosynthesis|glycan synthetic pathway|glycan biosynthetic pathway|glycan biosynthesis pathway|synthetic pathway of glycan|glycan synthesis pathway|Biosynthesis of glycan,,,,,
http://purl.obolibrary.org/obo/IEV_0002725,(3S)-3-hydroxyacyl-CoA + NAD+ = 3-oxoacyl-CoA + NADH + H+( EC 1.1.1.35 ),,,false,,,http://purl.obolibrary.org/obo/IEV_0000914,,,,,IEV:0002725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KEGG:C00264|EC:1.1.1.35|IMR:0200030|KEGG:C00640|IMR:0200248|IMR:0200521|KEGG:R01778,,,,,,,
http://purl.obolibrary.org/obo/IEV_0000733,"Negative regulation of heterotrimeric GPCR signaling pathway (through photon, rhodopsin, G alpha t and PDE)",,,false,,,http://purl.obolibrary.org/obo/IEV_0000669|http://purl.obolibrary.org/obo/IEV_0000732,,,,,IEV:0000733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IEV_0000723,,,,
http://purl.obolibrary.org/obo/IEV_0002736,protein N6-(dihydrolipoyl)lysine + NAD+ = protein N6-(lipoyl)lysine + NADH + H+( EC 1.8.1.4 ),,,false,,,http://purl.obolibrary.org/obo/IEV_0000914,,,,,IEV:0002736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KEGG:C16237|KEGG:C16832|IMR:0200030|IMR:0200248|EC:1.8.1.4|IMR:0200521|KEGG:R08550,,,,,,,
http://scai.fraunhofer.de/PWDICT#ID0886,interleukin-19 signaling pathway,,,false,,,http://scai.fraunhofer.de/PWDICT#ID0521,,,,,PWDICT:ID0886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/PW_0000886,,Il-19 signaling pathway|Il-19 signaling cascade|interleukin-19 signaling cascade|interleukin-19 signal transduction pathway|Il-19 pathway|Il-19 signal transduction pathway|interleukin-19 signaling|Il-19 signaling|interleukin-19 pathway,,,,,
http://purl.obolibrary.org/obo/IEV_0000744,Neurological system process,,,false,,,http://purl.obolibrary.org/obo/IEV_0001327,,,,,IEV:0000744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""The processes pertaining to the functions of the nervous system of an organism."" [GO:0050877]",,,,,,GO:0050877,,"""Neurophysiological process"" |""Neurological process""",,,,,
http://purl.obolibrary.org/obo/IEV_0002747,Nucleoside triphosphate + AMP = Nucleoside diphosphate + ADP( EC 2.7.4.10 ),,,false,,,http://purl.obolibrary.org/obo/IEV_0000005,,,,,IEV:0002747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMR:0200499|KEGG:R00333|IMR:0001360|EC:2.7.4.10|IMR:0200083|KEGG:C00454,,,,,,,
http://scai.fraunhofer.de/PWDICT#ID2581,Glucocortocoid Receptor (GR signaling pathway,,,false,,,http://scai.fraunhofer.de/PWDICT#ID2305,,,,,PWDICT:ID2581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glucocortocoid Receptor signaling|Glucocortocoid Receptor pathway|Glucocortocoid Receptor signaling cascade|GR signaling cascade|GR signaling pathway|Glucocortocoid Receptor signal transduction pathway|Glucocortocoid Receptor signaling pathway|GR pathway|GR signal transduction pathway|Glucocortocoid Receptor signaling network|GR Cascade|Glucocortocoid Receptor signal pathway|GR signaling network|Glucocortocoid Receptor Cascade|GR signal pathway|GR signaling,,,,,
http://purl.obolibrary.org/obo/IEV_0003333,Binding of FGFR1_p and FRS2 in cytosol,,,false,,,http://purl.obolibrary.org/obo/IEV_0002490,,,,http://purl.obolibrary.org/obo/IEV_0003405,IEV:0003333,http://purl.obolibrary.org/obo/IEV_0003405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMR:0002055|IMR:0001836,,,,,,,
